1407,874,3
1407,877,5
1407,886,5
1407,913,4
1407,982,5
1667,1,4
1667,33,4
1667,105,3
1667,109,4
1667,111,3
1667,124,3
1667,134,3
1667,141,4
1667,148,5
1667,160,4
1667,176,5
1667,179,5
1667,203,3
1667,219,4
1667,227,3
1667,230,4
1667,235,2
1667,242,5
1667,250,3
1667,256,4
1667,258,5
1667,264,5
1667,269,4
1667,290,3
1667,294,3
1667,301,5
1667,302,5
1667,310,5
1667,322,5
1667,379,2
1667,439,4
1667,451,3
1667,454,1
1667,471,4
1667,473,4
1667,477,4
1667,534,5
1667,556,4
1667,560,5
1667,580,4
1667,591,5
1667,594,5
1667,595,4
1667,596,5
1667,599,5
1667,605,5
1667,606,5
1667,611,5
1667,612,2
1667,613,3
1667,617,5
1667,622,5
1667,644,4
1667,648,5
1667,650,5
1667,661,5
1667,664,4
1667,674,5
1667,683,4
1667,689,5
1667,695,4
1667,697,5
1667,705,5
1667,713,3
1667,721,1
1667,723,3
1667,745,3
1667,778,2
1667,785,5
1667,796,3
1667,802,4
1667,806,3
1667,808,3
1667,809,2
1667,810,4
1667,812,3
1667,883,3
1667,972,3
1850,1,4
1850,3,4
1850,6,1
1850,10,4
1850,16,3
1850,18,4
1850,20,3
1850,21,5
1850,29,2
1850,40,3
1850,42,3
1850,46,5
1850,51,5
1850,59,4
1850,92,3
1850,93,5
1850,97,4
1850,101,5
1850,102,4
1850,103,2
1850,106,1
1850,117,4
1850,122,1
1850,134,5
1850,155,4
1850,159,4
1850,165,3
1850,175,3
1850,178,5
1850,184,3
1850,191,5
1850,214,5
1850,254,4
1850,266,3
1850,274,3
1850,285,4
1850,291,3
1850,300,5
1850,302,5
1850,304,4
1850,305,3
1850,311,5
1850,312,5
1850,320,4
1850,321,3
1850,332,3
1850,348,5
1850,349,2
1850,363,5
1850,366,4
1850,379,2
1850,384,3
1850,385,5
1850,412,5
1850,419,5
1850,423,3
1850,428,5
1850,429,5
1850,434,4
1850,444,3
1850,445,3
1850,462,5
1850,465,3
1850,471,5
1850,489,4
1850,490,4
1850,495,5
1850,534,5
1850,548,5
1850,566,3
1850,575,3
1850,585,4
1850,595,3
1850,608,2
1850,618,3
1850,623,4
1850,638,4
1850,642,3
1850,659,1
1850,667,5
1850,670,4
1850,689,5
1850,702,5
1850,745,3
1850,761,4
1850,774,2
1850,775,2
1850,805,3
1850,810,5
1850,836,3
1850,858,4
1850,872,4
1850,883,5
1850,901,4
1850,912,4
1850,925,4
1850,978,5
1850,986,4
1850,987,4
2051,1,4
2051,4,3
2051,51,5
2051,60,5
2051,65,3
2051,84,4
2051,89,5
2051,90,3
2051,94,4
2051,102,3
2051,124,4
2051,131,5
2051,160,4
2051,178,5
2051,191,5
2051,193,4
2051,230,3
2051,237,2
2051,245,3
2051,247,3
2051,252,4
2051,259,3
2051,313,4
2051,337,3
2051,388,4
2051,394,3
2051,403,3
2051,434,4
2051,457,3
2051,477,5
2051,479,4
2051,487,4
2051,490,4
2051,495,4
2051,498,3
2051,527,3
2051,533,2
2051,559,4
2051,579,3
2051,594,5
2051,596,5
2051,601,5
2051,611,3
2051,612,4
2051,618,3
2051,621,5
2051,628,3
2051,632,5
2051,638,5
2051,640,3
2051,644,4
2051,647,3
2051,649,5
2051,656,4
2051,668,3
2051,673,3
2051,679,4
2051,689,5
2051,702,3
2051,705,5
2051,745,3
2051,747,4
2051,757,4
2051,775,4
2051,780,3
2051,876,4
2176,1,3
2176,6,5
2176,32,4
2176,35,4
2176,45,4
2176,51,3
2176,60,4
2176,131,4
2176,156,5
2176,159,4
2176,160,3
2176,178,5
2176,186,3
2176,200,4
2176,203,4
2176,233,3
2176,256,5
2176,258,5
2176,301,5
2176,304,4
2176,306,5
2176,310,5
2176,312,5
2176,321,5
2176,347,5
2176,367,5
2176,408,3
2176,410,5
2176,413,3
2176,418,4
2176,419,3
2176,423,3
2176,425,4
2176,427,4
2176,428,3
2176,429,4
2176,430,3
2176,435,5
2176,459,4
2176,471,4
2176,475,4
2176,478,3
2176,481,5
2176,483,4
2176,485,4
2176,486,3
2176,487,3
2176,488,4
2176,489,3
2176,576,3
2176,591,4
2176,594,5
2176,595,4
2176,599,4
2176,604,2
2176,605,4
2176,608,5
2176,612,5
2176,623,5
2176,626,4
2176,629,5
2176,638,5
2176,640,5
2176,644,5
2176,648,5
2176,657,5
2176,661,4
2176,663,4
2176,664,5
2176,670,5
2176,674,4
2176,675,5
2176,676,5
2176,689,5
2176,695,4
2176,697,4
2176,700,5
2176,702,5
2176,718,5
2176,725,3
2176,737,3
2176,738,4
2176,748,3
2176,771,4
2176,776,4
2176,778,5
2176,779,2
2176,783,4
2176,785,5
2176,792,5
2176,794,4
2176,797,4
2327,1,4
2327,6,5
2327,14,5
2327,35,3
2327,38,4
2327,44,3
2327,45,5
2327,51,5
2327,55,4
2327,61,4
2327,63,3
2327,68,4
2327,74,3
2327,78,4
2327,79,5
2327,84,5
2327,87,4
2327,88,4
2327,94,4
2327,101,4
2327,125,5
2327,141,4
2327,146,3
2327,148,5
2327,161,5
2327,173,3
2327,177,5
2327,178,5
2327,184,3
2327,191,5
2327,208,5
2327,213,3
2327,223,4
2327,250,4
2327,252,3
2327,258,5
2327,260,5
2327,262,3
2327,263,5
2327,265,4
2327,283,5
2327,308,2
2327,310,4
2327,321,4
2327,350,5
2327,354,5
2327,363,5
2327,370,1
2327,383,4
2327,420,3
2327,434,5
2327,444,4
2327,446,4
2327,472,5
2327,482,5
2327,491,3
2327,492,5
2327,527,4
2327,552,4
2327,594,5
2327,598,5
2327,599,4
2327,604,5
2327,611,5
2327,613,4
2327,618,5
2327,620,5
2327,638,5
2327,652,4
2327,657,2
2327,662,5
2327,668,5
2327,674,5
2327,676,3
2327,681,5
2327,686,3
2327,700,5
2327,703,5
2327,705,5
2327,722,4
2327,725,4
2327,732,3
2327,754,5
2327,775,4
2327,785,5
2327,792,5
2327,808,5
2327,823,4
2327,828,4
2327,866,4
2327,867,4
2327,876,4
2327,902,5
2327,983,5
2327,985,3
2327,1000,4
2428,1,5
2428,6,5
2428,7,4
2428,14,4
2428,24,4
2428,33,4
2428,40,4
2428,53,4
2428,68,1
2428,105,3
2428,156,5
2428,169,3
2428,176,5
2428,180,2
2428,182,4
2428,183,4
2428,191,5
2428,199,1
2428,226,1
2428,227,2
2428,235,2
2428,240,2
2428,247,3
2428,251,2
2428,259,1
2428,312,5
2428,319,2
2428,366,4
2428,425,4
2428,433,4
2428,434,4
2428,458,5
2428,459,5
2428,479,3
2428,482,5
2428,486,5
2428,491,5
2428,508,5
2428,518,2
2428,533,3
2428,546,5
2428,569,4
2428,575,4
2428,581,3
2428,582,4
2428,595,5
2428,601,3
2428,605,1
2428,608,3
2428,613,2
2428,618,5
2428,620,5
2428,625,4
2428,638,4
2428,647,5
2428,668,5
2428,669,3
2428,674,4
2428,708,5
2428,716,4
2428,718,2
2428,738,4
2428,772,3
2428,776,4
2428,777,2
2428,779,2
2428,794,4
2428,797,5
2428,806,4
2428,838,3
2428,852,4
2428,857,4
2428,864,5
2428,869,1
2428,877,2
2428,888,2
2428,897,2
2428,898,5
2428,913,2
2428,935,5
2428,936,1
2428,942,2
2428,948,1
2428,961,4
2428,971,1
2883,1,2
2883,6,5
2883,8,2
2883,10,3
2883,17,3
2883,24,3
2883,26,4
2883,35,2
2883,45,5
2883,59,3
2883,60,3
2883,92,1
2883,102,2
2883,105,3
2883,106,5
2883,108,1
2883,109,1
2883,117,3
2883,134,1
2883,160,2
2883,180,2
2883,183,2
2883,186,4
2883,200,4
2883,207,1
2883,208,1
2883,214,3
2883,216,1
2883,230,5
2883,234,1
2883,235,2
2883,240,1
2883,245,5
2883,249,4
2883,256,5
2883,306,3
2883,310,5
2883,321,3
2883,432,3
2883,433,4
2883,434,5
2883,435,3
2883,438,3
2883,440,5
2883,445,3
2883,457,3
2883,478,4
2883,487,3
2883,490,4
2883,499,5
2883,525,3
2883,527,4
2883,534,5
2883,546,4
2883,570,4
2883,577,3
2883,594,5
2883,595,5
2883,596,5
2883,598,4
2883,599,5
2883,601,4
2883,608,5
2883,612,5
2883,613,4
2883,631,3
2883,638,5
2883,644,5
2883,657,5
2883,668,5
2883,673,4
2883,675,3
2883,688,3
2883,689,4
2883,691,5
2883,695,4
2883,700,5
2883,716,4
2883,731,3
2883,751,3
2883,754,5
2883,761,4
2883,766,5
2883,769,3
2883,770,4
2883,772,5
2883,778,5
2883,783,5
2883,787,2
2883,791,4
2883,794,3
2883,820,2
2883,825,1
2883,830,5
2883,836,3
2883,857,2
2883,858,2
2883,863,4
2883,877,2
2883,1000,4
3189,1,3
3189,3,2
3189,4,4
3189,10,3
3189,33,3
3189,46,4
3189,59,4
3189,72,4
3189,121,5
3189,125,3
3189,134,3
3189,177,2
3189,178,4
3189,182,3
3189,183,2
3189,198,1
3189,219,3
3189,230,5
3189,250,2
3189,257,3
3189,277,2
3189,312,5
3189,351,2
3189,366,2
3189,409,3
3189,417,4
3189,447,4
3189,459,3
3189,471,5
3189,472,3
3189,493,5
3189,521,2
3189,525,4
3189,534,4
3189,571,2
3189,583,3
3189,594,5
3189,599,4
3189,604,3
3189,611,4
3189,629,2
3189,643,5
3189,644,3
3189,663,3
3189,672,4
3189,686,3
3189,688,2
3189,696,3
3189,702,2
3189,741,3
3189,754,2
3189,769,3
3189,770,5
3189,774,3
3189,775,3
3189,789,2
3189,791,3
3189,792,3
3189,803,4
3189,808,1
3189,855,2
3189,863,3
3189,864,3
3189,876,4
3189,883,2
3189,886,2
3189,915,4
3189,924,3
3189,945,3
3189,950,4
3189,964,3
3189,983,4
3189,987,4
3189,989,3
3314,1,3
3314,4,5
3314,8,3
3314,21,3
3314,45,5
3314,55,3
3314,59,2
3314,60,5
3314,61,4
3314,71,5
3314,95,3
3314,104,4
3314,122,3
3314,138,3
3314,139,3
3314,148,5
3314,183,3
3314,206,5
3314,219,4
3314,238,3
3314,239,4
3314,250,1
3314,257,4
3314,296,5
3314,300,4
3314,306,2
3314,309,3
3314,312,4
3314,313,5
3314,314,5
3314,316,4
3314,318,5
3314,321,4
3314,325,4
3314,333,3
3314,345,4
3314,351,5
3314,367,4
3314,371,3
3314,426,4
3314,433,5
3314,444,2
3314,472,5
3314,474,5
3314,479,3
3314,495,5
3314,497,5
3314,499,2
3314,517,3
3314,568,4
3314,571,4
3314,573,4
3314,575,2
3314,578,4
3314,581,5
3314,592,4
3314,594,4
3314,605,4
3314,613,5
3314,618,3
3314,628,3
3314,663,4
3314,680,5
3314,682,5
3314,689,4
3314,702,3
3314,706,5
3314,717,5
3314,746,5
3314,749,4
3314,769,5
3314,791,4
3314,832,3
3314,863,5
3314,876,5
3314,896,2
3314,897,3
3314,911,5
3314,913,4
3314,915,4
3314,921,3
3314,925,4
3314,983,1
3321,1,3
3321,3,3
3321,17,2
3321,20,3
3321,46,3
3321,102,5
3321,104,5
3321,131,5
3321,158,3
3321,178,5
3321,182,1
3321,183,3
3321,185,5
3321,196,3
3321,230,5
3321,257,5
3321,265,3
3321,279,3
3321,284,5
3321,303,5
3321,411,1
3321,412,3
3321,441,3
3321,445,3
3321,495,4
3321,499,4
3321,505,1
3321,552,2
3321,563,5
3321,571,3
3321,596,5
3321,608,3
3321,613,4
3321,638,3
3321,657,5
3321,736,4
3321,737,5
3321,740,2
3321,768,5
3321,769,3
3321,779,4
3321,780,5
3321,781,5
3321,791,3
3321,794,4
3321,895,5
3321,944,4
3321,950,4
3321,978,3
3321,979,3
3321,982,5
3321,986,3
3321,989,2
3321,995,5
3321,996,2
3436,1,3
3436,4,5
3436,6,5
3436,8,4
3436,21,4
3436,32,3
3436,46,5
3436,60,5
3436,69,5
3436,89,1
3436,95,3
3436,105,1
3436,106,3
3436,117,3
3436,161,3
3436,171,5
3436,173,3
3436,193,3
3436,210,3
3436,220,4
3436,230,2
3436,245,5
3436,278,3
3436,283,4
3436,284,3
3436,310,5
3436,318,4
3436,322,5
3436,366,3
3436,370,3
3436,397,2
3436,403,2
3436,405,5
3436,411,1
3436,412,4
3436,435,3
3436,445,5
3436,457,4
3436,459,5
3436,471,4
3436,484,3
3436,486,5
3436,487,5
3436,488,5
3436,495,4
3436,499,4
3436,563,5
3436,581,5
3436,583,4
3436,586,2
3436,594,5
3436,604,4
3436,606,4
3436,608,5
3436,613,4
3436,616,5
3436,617,5
3436,620,5
3436,622,5
3436,623,5
3436,640,5
3436,643,5
3436,667,5
3436,670,4
3436,672,5
3436,675,5
3436,691,5
3436,697,2
3436,756,2
3436,769,4
3436,779,5
3436,805,3
3436,849,3
3436,877,5
3436,921,5
3436,960,1
3436,982,2
3436,983,3
3436,985,3
3436,995,5
3623,1,2
3623,86,5
3623,156,5
3623,168,3
3623,171,4
3623,174,4
3623,257,5
3623,279,1
3623,289,4
3623,293,2
3623,298,4
3623,361,1
3623,370,4
3623,406,4
3623,425,3
3623,434,4
3623,457,4
3623,459,5
3623,472,4
3623,508,4
3623,550,5
3623,551,5
3623,562,3
3623,591,4
3623,595,5
3623,619,5
3623,676,4
3623,706,3
3623,727,4
3623,740,3
3623,747,3
3623,774,1
3623,805,5
3623,806,3
3623,839,3
3623,864,4
3623,898,4
3623,978,3
3930,1,4
3930,3,4
3930,6,5
3930,18,4
3930,57,3
3930,78,3
3930,89,5
3930,96,5
3930,97,3
3930,117,5
3930,134,5
3930,163,4
3930,178,3
3930,181,3
3930,198,4
3930,200,5
3930,203,4
3930,228,4
3930,231,3
3930,247,5
3930,250,5
3930,251,3
3930,276,3
3930,283,5
3930,302,5
3930,306,4
3930,310,5
3930,311,4
3930,312,5
3930,321,2
3930,392,4
3930,412,4
3930,418,4
3930,439,4
3930,440,4
3930,448,4
3930,455,3
3930,457,4
3930,458,5
3930,499,5
3930,541,4
3930,551,5
3930,553,5
3930,556,4
3930,573,4
3930,595,4
3930,663,4
3930,668,5
3930,694,3
3930,705,5
3930,748,5
3930,765,4
3930,772,5
3930,778,5
3930,779,4
3930,791,5
3930,807,3
3930,825,4
3930,829,3
3930,851,3
3930,855,3
3930,859,4
3930,898,5
3930,902,3
3930,911,5
3930,935,4
3930,966,5
3930,967,5
3930,991,4
3930,994,2
4141,1,4
4141,60,5
4141,76,4
4141,106,2
4141,131,4
4141,148,5
4141,188,5
4141,198,5
4141,241,4
4141,242,3
4141,247,1
4141,249,3
4141,251,5
4141,254,4
4141,256,5
4141,257,4
4141,306,5
4141,317,5
4141,321,5
4141,333,4
4141,360,4
4141,364,5
4141,398,4
4141,412,5
4141,426,4
4141,461,2
4141,474,5
4141,487,4
4141,490,5
4141,496,4
4141,527,2
4141,534,5
4141,544,3
4141,546,5
4141,553,5
4141,581,4
4141,598,3
4141,604,4
4141,605,5
4141,606,3
4141,612,3
4141,614,2
4141,620,5
4141,623,4
4141,628,4
4141,631,4
4141,640,4
4141,644,4
4141,648,5
4141,661,5
4141,664,4
4141,670,5
4141,680,3
4141,684,5
4141,685,5
4141,686,3
4141,691,4
4141,694,4
4141,696,4
4141,697,4
4141,700,4
4141,704,5
4141,741,5
4141,742,5
4141,756,5
4141,765,2
4141,794,5
4141,806,4
4141,820,3
4141,825,4
4141,836,2
4141,847,5
4141,849,3
4141,853,3
4141,876,5
4141,941,3
4141,978,5
4141,984,5
4202,1,2
4202,6,5
4202,24,1
4202,26,5
4202,34,2
4202,35,4
4202,40,4
4202,45,3
4202,53,3
4202,55,2
4202,61,5
4202,69,4
4202,106,3
4202,117,4
4202,123,3
4202,125,2
4202,148,4
4202,165,4
4202,171,3
4202,178,5
4202,183,3
4202,200,3
4202,214,5
4202,224,3
4202,235,3
4202,257,3
4202,295,4
4202,297,2
4202,306,4
4202,315,2
4202,331,4
4202,353,3
4202,366,4
4202,370,3
4202,397,2
4202,399,3
4202,412,5
4202,417,5
4202,440,2
4202,446,2
4202,459,5
4202,464,2
4202,475,3
4202,484,4
4202,485,4
4202,525,4
4202,527,3
4202,534,5
4202,547,5
4202,576,5
4202,589,2
4202,592,4
4202,594,3
4202,595,5
4202,596,5
4202,598,5
4202,620,4
4202,638,5
4202,645,4
4202,653,2
4202,655,4
4202,656,4
4202,663,2
4202,667,4
4202,668,5
4202,672,5
4202,686,5
4202,695,4
4202,704,4
4202,705,5
4202,728,2
4202,731,3
4202,750,3
4202,754,3
4202,768,4
4202,769,5
4202,770,3
4202,772,5
4202,776,3
4202,779,5
4202,781,5
4202,783,5
4202,788,1
4202,791,5
4202,805,3
4202,823,3
4202,827,4
4202,839,4
4202,847,4
4202,859,2
4202,885,2
4202,925,5
4202,936,3
4202,942,3
4202,944,2
4202,950,2
4202,971,2
4202,995,4
4551,1,4
4551,28,3
4551,53,3
4551,61,4
4551,95,3
4551,102,4
4551,161,4
4551,177,5
4551,181,4
4551,200,4
4551,202,3
4551,207,4
4551,245,5
4551,247,5
4551,256,5
4551,266,4
4551,304,4
4551,306,5
4551,318,5
4551,321,5
4551,328,4
4551,367,4
4551,399,3
4551,427,5
4551,445,3
4551,462,4
4551,493,4
4551,497,5
4551,534,4
4551,544,4
4551,554,4
4551,565,3
4551,589,3
4551,594,5
4551,598,3
4551,599,5
4551,602,5
4551,605,4
4551,613,5
4551,614,3
4551,616,3
4551,618,4
4551,619,5
4551,632,4
4551,638,4
4551,643,4
4551,644,4
4551,651,4
4551,659,5
4551,664,3
4551,668,4
4551,673,4
4551,674,5
4551,685,4
4551,706,4
4551,716,5
4551,745,3
4551,748,4
4551,759,3
4551,766,4
4551,768,3
4551,769,4
4551,772,4
4551,774,3
4551,785,5
4551,813,5
4551,833,4
4551,863,2
4551,867,4
4551,878,4
4551,911,4
4551,925,3
4551,931,5
4551,933,4
4551,960,2
4551,967,3
4551,978,4
4551,987,1
4551,995,3
4764,1,5
4764,3,3
4764,6,5
4764,10,3
4764,48,4
4764,59,4
4764,105,1
4764,106,5
4764,126,5
4764,143,5
4764,152,3
4764,164,4
4764,170,4
4764,178,4
4764,179,4
4764,182,1
4764,191,5
4764,203,5
4764,213,3
4764,224,3
4764,247,5
4764,250,2
4764,389,5
4764,399,5
4764,415,3
4764,416,4
4764,433,5
4764,439,5
4764,445,3
4764,452,4
4764,458,4
4764,471,4
4764,478,5
4764,486,5
4764,499,4
4764,536,4
4764,538,5
4764,566,3
4764,581,5
4764,598,5
4764,612,4
4764,618,3
4764,632,4
4764,656,4
4764,683,1
4764,688,5
4764,702,4
4764,706,5
4764,756,5
4764,764,4
4764,777,1
4764,799,4
4764,805,2
4764,806,3
4764,810,5
4764,834,5
4764,853,4
4764,876,3
4764,914,4
4764,921,2
4764,950,4
4764,985,2
5063,1,2
5063,4,4
5063,6,5
5063,26,5
5063,35,2
5063,37,4
5063,43,4
5063,46,5
5063,51,5
5063,60,5
5063,93,5
5063,95,5
5063,102,5
5063,143,4
5063,144,2
5063,157,4
5063,163,5
5063,172,4
5063,178,5
5063,197,4
5063,206,5
5063,215,5
5063,228,3
5063,245,3
5063,247,2
5063,249,3
5063,258,5
5063,260,3
5063,283,5
5063,289,3
5063,295,5
5063,297,4
5063,301,4
5063,302,4
5063,310,5
5063,317,5
5063,321,5
5063,334,3
5063,347,4
5063,352,3
5063,361,4
5063,365,4
5063,396,5
5063,407,5
5063,412,4
5063,421,4
5063,423,3
5063,426,5
5063,439,4
5063,446,3
5063,467,3
5063,477,5
5063,480,3
5063,482,5
5063,488,5
5063,493,4
5063,534,5
5063,545,4
5063,546,5
5063,570,4
5063,573,4
5063,581,4
5063,587,4
5063,594,5
5063,598,4
5063,599,3
5063,602,3
5063,604,4
5063,608,5
5063,609,4
5063,616,4
5063,629,4
5063,630,2
5063,631,5
5063,632,5
5063,648,5
5063,655,3
5063,656,5
5063,657,5
5063,662,5
5063,663,5
5063,679,4
5063,680,5
5063,687,4
5063,698,4
5063,703,4
5063,722,3
5063,738,2
5063,746,5
5063,749,5
5063,752,4
5063,759,4
5063,760,5
5063,774,4
5063,791,4
5063,792,5
5063,834,5
5063,857,4
5063,914,5
5063,930,4
5063,936,2
5063,979,3
5455,1,3
5455,36,3
5455,46,5
5455,60,4
5455,62,4
5455,71,4
5455,134,3
5455,163,3
5455,181,4
5455,193,4
5455,228,4
5455,236,4
5455,298,4
5455,352,4
5455,379,2
5455,408,3
5455,458,3
5455,495,4
5455,499,1
5455,608,4
5455,663,4
5455,750,3
5455,808,4
5455,809,3
5455,883,4
5455,889,4
5455,970,4
5455,978,3
5979,1,4
5979,11,3
5979,63,1
5979,88,3
5979,94,5
5979,97,2
5979,98,5
5979,105,3
5979,106,4
5979,120,4
5979,123,1
5979,131,3
5979,170,2
5979,171,5
5979,173,3
5979,177,5
5979,178,5
5979,179,5
5979,190,3
5979,208,4
5979,211,3
5979,223,4
5979,225,3
5979,228,2
5979,230,5
5979,358,4
5979,369,3
5979,440,1
5979,486,4
5979,522,2
5979,524,3
5979,530,5
5979,547,5
5979,561,4
5979,573,4
5979,595,3
5979,599,3
5979,670,5
5979,761,4
5979,764,4
5979,775,2
5979,788,2
5979,807,4
5979,912,4
5979,916,3
5979,966,3
5979,967,3
5979,978,5
5979,986,1
5979,987,2
5979,988,2
5979,991,1
5979,995,4
6030,1,3
6030,33,3
6030,35,3
6030,45,5
6030,46,5
6030,51,4
6030,71,3
6030,84,4
6030,89,4
6030,99,2
6030,106,4
6030,107,3
6030,108,3
6030,122,3
6030,131,4
6030,134,4
6030,170,4
6030,171,5
6030,181,3
6030,182,2
6030,184,3
6030,191,5
6030,200,5
6030,208,3
6030,217,4
6030,230,3
6030,234,3
6030,235,3
6030,246,4
6030,256,4
6030,269,4
6030,280,4
6030,284,3
6030,298,3
6030,309,3
6030,310,4
6030,311,4
6030,318,4
6030,328,4
6030,331,3
6030,337,3
6030,348,4
6030,349,3
6030,363,3
6030,381,4
6030,412,3
6030,419,3
6030,420,3
6030,423,3
6030,425,3
6030,427,1
6030,433,3
6030,440,3
6030,445,3
6030,462,3
6030,471,2
6030,478,3
6030,486,3
6030,489,3
6030,502,5
6030,524,2
6030,525,3
6030,547,3
6030,586,3
6030,591,5
6030,595,5
6030,596,5
6030,598,3
6030,605,5
6030,606,4
6030,612,4
6030,631,4
6030,640,4
6030,667,4
6030,681,4
6030,685,4
6030,691,5
6030,700,3
6030,771,3
6030,788,4
6030,789,3
6030,791,4
6030,806,3
6030,818,3
6030,830,3
6030,877,3
6030,883,3
6030,902,3
6030,922,2
6030,939,3
6030,942,3
6030,978,3
6772,1,3
6772,8,2
6772,14,3
6772,26,5
6772,46,5
6772,95,4
6772,102,5
6772,112,4
6772,123,5
6772,124,1
6772,148,5
6772,165,4
6772,176,4
6772,197,3
6772,199,4
6772,203,5
6772,256,5
6772,310,5
6772,314,3
6772,316,4
6772,339,1
6772,351,5
6772,393,4
6772,394,5
6772,397,5
6772,445,5
6772,459,5
6772,471,5
6772,476,4
6772,477,5
6772,484,3
6772,487,3
6772,488,5
6772,491,2
6772,497,5
6772,499,3
6772,598,4
6772,605,5
6772,606,5
6772,607,4
6772,610,4
6772,615,5
6772,617,5
6772,619,5
6772,620,5
6772,623,5
6772,625,5
6772,626,5
6772,631,4
6772,632,5
6772,638,5
6772,642,4
6772,645,5
6772,650,5
6772,652,5
6772,655,3
6772,670,4
6772,674,4
6772,676,4
6772,683,4
6772,693,3
6772,695,4
6772,700,5
6772,706,3
6772,728,3
6772,745,4
6772,756,3
6772,774,3
6772,791,5
6772,797,4
6772,805,3
6772,874,3
6772,883,3
6772,885,4
6772,896,3
6772,974,3
7114,1,1
7114,46,3
7114,92,3
7114,131,3
7114,146,3
7114,163,2
7114,164,3
7114,171,2
7114,186,4
7114,250,3
7114,312,1
7114,391,4
7114,411,2
7114,420,2
7114,430,3
7114,435,4
7114,440,4
7114,471,5
7114,477,5
7114,548,4
7114,572,1
7114,640,4
7114,641,3
7114,655,5
7114,668,5
7114,683,5
7114,695,3
